CLAIM DATE,TRADECODE,STATE,Completed,EasePlacing,TimetoSolution,CompleteSolution,ContractorKnowledge,ProfessionalContracter,KeptInformed,OverallSat,RenewalLiklhd,channel,cont_id,q10new,RenewalDate,Renewal,CustSatQual
6/11/2013,Air Conditioning,CA,2,1,1,1,9,9,1,1,2,Real Estate,10364591401,2,NA,0,Very Dissatisfied
6/11/2013,Air Conditioning,CA,1,5,5,5,5,5,5,1,5,Renewal,10308888203,97,NA,0,Very Dissatisfied
6/11/2013,Air Conditioning,OR,2,2,5,2,2,1,2,2,2,Real Estate,10347509501,2,NA,0,Dissatisfied
6/11/2013,Electrical,UT,1,5,3,1,2,3,2,1,1,Real Estate,10369759901,0,NA,0,Very Dissatisfied
6/12/2013,Pool or Spa,CA,1,5,5,1,1,1,4,1,3,Real Estate,10356998201,5,NA,0,Very Dissatisfied
6/12/2013,Appliance,TX,1,4,1,1,1,1,1,2,3,Real Estate,10347397301,97,NA,0,Dissatisfied
6/12/2013,Garage Door Opener,OK,1,5,5,5,5,5,5,5,5,Direct To Consumer,10365340501,10,NA,0,Very Satisfied
6/12/2013,M,CA,1,5,5,5,5,5,5,5,4,Real Estate,10370355201,9,NA,0,Very Satisfied
6/12/2013,Air Conditioning,AZ,1,NA,NA,NA,NA,NA,NA,5,NA,Real Estate,10349241201,10,NA,0,Very Satisfied
6/12/2013,Electrical,CA,1,5,5,5,5,5,5,5,3,Real Estate,10373364001,10,NA,0,Very Satisfied
6/12/2013,Appliance,HI,1,3,1,1,5,5,1,1,1,Renewal,10333051002,0,NA,0,Very Dissatisfied
6/12/2013,Appliance,FL,1,3,3,3,5,5,2,2,1,Renewal,10319880002,4,NA,0,Dissatisfied
6/12/2013,Air Conditioning,TX,1,5,4,4,3,3,4,4,5,Renewal,10322426902,8,NA,0,Satisfied
6/12/2013,Appliance,TX,2,3,1,1,1,4,1,1,1,Real Estate,10367828601,0,NA,0,Very Dissatisfied
6/12/2013,M,CA,1,4,3,3,4,4,3,5,3,Direct To Consumer,10360170801,7,NA,0,Very Satisfied
6/12/2013,Air Conditioning,NC,1,4,5,5,5,5,5,5,1,Real Estate,10344072701,8,NA,0,Very Satisfied
6/12/2013,Air Conditioning,TX,2,3,1,1,1,1,1,1,2,Renewal,10046219106,2,NA,0,Very Dissatisfied
6/12/2013,Pool or Spa,CA,1,5,5,3,5,4,5,3,4,Real Estate,10366864901,10,NA,0,Neutral
6/12/2013,Appliance,VA,1,5,5,5,5,5,5,5,5,Direct To Consumer,10360715101,10,NA,0,Very Satisfied
6/12/2013,Plumbing,UT,2,NA,NA,NA,NA,NA,NA,5,3,Real Estate,10347760301,8,NA,0,Very Satisfied
6/13/2013,Electrical,CA,1,5,5,5,5,5,5,5,5,Real Estate,10364044301,10,NA,0,Very Satisfied
6/13/2013,Air Conditioning,MS,1,5,5,3,4,5,3,2,3,Real Estate,10350493901,4,NA,0,Dissatisfied
6/13/2013,Plumbing,MO,2,3,1,1,1,2,2,1,1,Direct To Consumer,10267469202,1,NA,0,Very Dissatisfied
6/13/2013,Appliance,TX,2,4,1,1,1,2,1,1,3,Direct To Consumer,10361480101,3,NA,0,Very Dissatisfied
6/13/2013,Electrical,CA,2,3,3,3,3,3,2,3,3,Real Estate,10365411701,5,NA,0,Neutral
6/13/2013,Plumbing,AZ,1,4,4,4,4,4,1,5,1,Real Estate,10342720201,0,NA,0,Very Satisfied
6/13/2013,M,CA,1,NA,NA,NA,NA,NA,NA,4,NA,Real Estate,10369336701,9,NA,0,Satisfied
6/13/2013,Air Conditioning,TX,1,NA,NA,NA,NA,NA,NA,5,5,Renewal,10318864702,10,NA,0,Very Satisfied
6/13/2013,Air Conditioning,AZ,1,3,3,1,2,1,1,1,1,Renewal,10326390602,0,NA,0,Very Dissatisfied
6/13/2013,Plumbing,CA,1,NA,NA,NA,NA,NA,NA,5,NA,Real Estate,10371302001,6,NA,0,Very Satisfied
6/13/2013,Air Conditioning,VA,1,5,5,5,5,5,5,5,5,Direct To Consumer,10370222601,10,NA,0,Very Satisfied
6/13/2013,Plumbing,TX,2,NA,NA,NA,NA,NA,NA,NA,NA,Renewal,10046712807,NA,NA,0,Very Dissatisfied
6/13/2013,Air Conditioning,MI,1,5,5,5,5,2,5,4,5,Direct To Consumer,10350954501,7,NA,0,Satisfied
6/14/2013,Plumbing,TX,1,5,4,5,5,5,5,5,3,Real Estate,10372690301,10,NA,0,Very Satisfied
6/14/2013,Air Conditioning,TX,1,3,3,3,5,5,3,4,4,Renewal,10326846502,8,NA,0,Satisfied
6/14/2013,Appliance,NV,2,5,1,1,5,5,1,1,3,Direct To Consumer,10365490301,97,NA,0,Very Dissatisfied
6/14/2013,Air Conditioning,OK,1,5,4,5,5,5,4,3,5,Renewal,10321012502,10,NA,0,Neutral
6/14/2013,Appliance,VA,2,NA,NA,NA,NA,NA,NA,NA,NA,Renewal,10339165002,NA,NA,0,Very Dissatisfied
6/14/2013,Plumbing,CA,1,5,5,5,5,5,5,5,4,Renewal,10162223810,8,NA,0,Very Satisfied
6/14/2013,Appliance,TX,1,2,1,3,5,5,2,3,1,Real Estate,10357085201,5,NA,0,Neutral
6/14/2013,Appliance,TX,1,5,5,5,5,5,4,5,5,Renewal,10051341907,9,NA,0,Very Satisfied
6/14/2013,Appliance,CA,2,5,1,1,1,2,4,4,4,Real Estate,10357786101,10,NA,0,Satisfied
6/14/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Renewal,10256963105,10,NA,0,Very Satisfied
6/14/2013,Appliance,CA,1,1,1,2,9,9,1,3,3,Real Estate,10371382701,6,NA,0,Neutral
6/14/2013,Air Conditioning,AR,1,5,3,3,1,1,3,5,4,Real Estate,10372569801,9,NA,0,Very Satisfied
6/14/2013,Garage Door Opener,CA,1,4,4,5,5,5,5,5,4,Real Estate,10356735001,10,NA,0,Very Satisfied
6/14/2013,Appliance,TX,2,5,4,4,5,5,4,4,3,Real Estate,10358946501,8,NA,0,Satisfied
6/14/2013,Plumbing,TN,2,4,5,5,3,3,4,2,3,Real Estate,10347079501,9,NA,0,Dissatisfied
6/14/2013,Air Conditioning,CA,1,5,4,4,3,4,2,4,4,Renewal,10235096302,6,NA,0,Satisfied
6/14/2013,Garage Door Opener,CA,1,5,5,5,5,5,5,5,5,Renewal,10184384514,10,NA,0,Very Satisfied
6/15/2013,Air Conditioning,GA,2,3,5,3,1,1,5,3,3,Renewal,10338083602,7,NA,0,Neutral
6/15/2013,Air Conditioning,NC,1,5,5,5,5,5,5,5,5,Real Estate,10354898401,10,NA,0,Very Satisfied
6/15/2013,Air Conditioning,CA,2,1,1,1,1,1,1,1,1,Renewal,10169534921,0,NA,0,Very Dissatisfied
6/15/2013,Plumbing,TX,1,1,2,1,1,1,1,1,1,Renewal,10052523807,0,NA,0,Very Dissatisfied
6/15/2013,Appliance,CA,1,9,9,9,9,9,9,3,3,Real Estate,10360918301,97,NA,0,Neutral
6/16/2013,Plumbing,CA,1,1,3,3,4,4,1,5,1,Real Estate,10371197301,1,NA,0,Very Satisfied
6/16/2013,Air Conditioning,VA,2,3,9,9,9,9,9,9,3,Real Estate,10349205101,7,NA,0,Very Dissatisfied
6/16/2013,Appliance,MO,1,4,2,4,5,5,3,4,5,Direct To Consumer,10370787401,9,NA,0,Satisfied
6/16/2013,Electrical,AZ,1,4,4,4,4,4,4,4,1,Real Estate,10353814801,0,NA,0,Satisfied
6/17/2013,Plumbing,CA,2,1,1,1,1,1,1,1,1,Real Estate,10374246201,0,NA,0,Very Dissatisfied
6/17/2013,Garage Door Opener,CA,2,5,1,1,1,1,1,1,1,Real Estate,10368155501,0,NA,0,Very Dissatisfied
6/17/2013,Air Conditioning,CA,2,5,1,1,2,2,1,1,1,Real Estate,10368734701,2,NA,0,Very Dissatisfied
6/17/2013,Appliance,CA,2,5,4,1,3,4,3,9,4,Renewal,10317273102,9,NA,0,Very Dissatisfied
6/17/2013,Air Conditioning,KY,1,5,4,5,5,5,5,5,5,Renewal,10314426603,9,NA,0,Very Satisfied
6/17/2013,M,CA,2,4,4,4,4,4,5,9,4,Real Estate,10347962601,97,NA,0,Very Dissatisfied
6/17/2013,Air Conditioning,OR,2,3,1,1,1,1,1,1,1,Real Estate,10346927801,0,NA,0,Very Dissatisfied
6/17/2013,Air Conditioning,TX,1,4,2,4,4,5,1,2,3,Direct To Consumer,10361393301,4,NA,0,Dissatisfied
6/17/2013,Air Conditioning,FL,1,5,5,5,5,5,5,5,5,Real Estate,10369204301,10,NA,0,Very Satisfied
6/17/2013,M,NC,2,3,1,1,3,3,1,4,1,Real Estate,10354144801,2,NA,0,Satisfied
6/17/2013,Air Conditioning,FL,1,5,4,4,5,5,5,4,5,Renewal,10246094105,10,NA,0,Satisfied
6/17/2013,Plumbing,CA,1,5,5,5,5,5,5,5,2,Real Estate,10363566601,9,NA,0,Very Satisfied
6/17/2013,Appliance,CA,2,5,5,1,1,1,3,2,2,Renewal,10301787703,4,NA,0,Dissatisfied
6/17/2013,Appliance,AR,2,3,9,9,9,9,9,2,1,Real Estate,10344876401,8,NA,0,Dissatisfied
6/17/2013,Appliance,UT,1,5,5,5,5,5,5,5,3,Real Estate,10345950001,10,NA,0,Very Satisfied
6/17/2013,Air Conditioning,NM,1,5,5,5,5,5,5,5,5,Real Estate,10357472801,10,NA,0,Very Satisfied
6/17/2013,Plumbing,OR,1,3,3,4,3,1,2,2,2,Real Estate,10367353901,2,NA,0,Dissatisfied
6/18/2013,Appliance,OH,2,1,1,1,1,1,1,1,1,Real Estate,10358803001,0,NA,0,Very Dissatisfied
6/18/2013,Air Conditioning,VA,1,5,1,2,2,1,1,2,2,Real Estate,10371254201,1,NA,0,Dissatisfied
6/18/2013,Plumbing,OR,1,5,5,5,5,5,5,5,5,Direct To Consumer,10371875201,10,NA,0,Very Satisfied
6/18/2013,Plumbing,CA,1,5,5,2,4,2,1,3,2,Real Estate,10370636801,3,NA,0,Neutral
6/18/2013,Appliance,TX,2,4,1,1,4,4,1,1,4,Renewal,10052198913,97,NA,0,Very Dissatisfied
6/18/2013,Air Conditioning,NV,1,NA,NA,NA,NA,NA,NA,5,NA,Real Estate,10372162301,8,NA,0,Very Satisfied
6/18/2013,Air Conditioning,CA,1,1,2,2,2,2,1,1,1,Renewal,10322580502,0,NA,0,Very Dissatisfied
6/18/2013,Air Conditioning,NC,1,5,5,5,5,5,5,5,5,Direct To Consumer,10370958101,10,NA,0,Very Satisfied
6/18/2013,Pool or Spa,TX,2,1,9,9,9,9,1,1,1,Renewal,10340288102,0,NA,0,Very Dissatisfied
6/18/2013,Air Conditioning,VA,1,NA,NA,NA,NA,NA,NA,5,5,Direct To Consumer,10370281201,10,NA,0,Very Satisfied
6/18/2013,M,MS,1,5,5,5,5,5,5,5,2,Real Estate,10366515601,10,NA,0,Very Satisfied
6/18/2013,Appliance,WV,2,2,1,2,5,5,3,4,1,Real Estate,10364270901,2,NA,0,Satisfied
6/18/2013,Garage Door Opener,CA,1,5,5,1,5,5,3,4,3,Renewal,10268915704,5,NA,0,Satisfied
6/18/2013,Plumbing,FL,1,5,5,5,5,5,5,5,4,Real Estate,10369496201,10,NA,0,Very Satisfied
6/20/2013,Plumbing,AZ,1,5,5,3,4,1,4,2,1,Real Estate,10359883101,3,NA,0,Dissatisfied
6/20/2013,Plumbing,OH,1,4,5,5,5,4,4,4,3,Real Estate,10373181001,8,NA,0,Satisfied
6/20/2013,Appliance,CA,1,4,5,5,5,5,5,5,5,Real Estate,10357406001,10,NA,0,Very Satisfied
6/20/2013,Air Conditioning,TX,1,4,4,4,4,5,3,4,4,Real Estate,10370353001,8,NA,0,Satisfied
6/21/2013,Pool or Spa,TX,2,5,1,1,9,9,1,3,1,Renewal,10061044507,0,NA,0,Neutral
6/21/2013,Appliance,CA,1,5,5,5,5,5,5,5,5,Real Estate,10372010801,10,NA,0,Very Satisfied
6/21/2013,Plumbing,VA,1,4,4,1,1,2,1,2,1,Real Estate,10359842001,4,NA,0,Dissatisfied
6/21/2013,Air Conditioning,TX,1,5,5,5,4,5,4,5,4,Real Estate,10346909001,9,NA,0,Very Satisfied
6/21/2013,Electrical,CA,2,2,1,1,1,1,1,1,1,Real Estate,10367357101,0,NA,0,Very Dissatisfied
6/21/2013,Electrical,TX,2,1,1,1,1,1,1,1,1,Direct To Consumer,10374295001,0,NA,0,Very Dissatisfied
6/21/2013,Air Conditioning,MS,2,5,9,1,5,5,1,1,3,Renewal,10343486402,97,NA,0,Very Dissatisfied
6/21/2013,Plumbing,TX,1,5,5,5,5,5,4,5,5,Renewal,10338694102,10,NA,0,Very Satisfied
6/21/2013,Plumbing,OR,1,2,2,3,5,5,2,2,1,Real Estate,10369747801,2,NA,0,Dissatisfied
6/21/2013,Pool or Spa,CA,2,5,2,4,1,1,4,1,4,Real Estate,10363400901,8,NA,0,Very Dissatisfied
6/21/2013,Plumbing,OR,1,4,5,5,5,5,9,5,4,Real Estate,10370973401,8,NA,0,Very Satisfied
6/21/2013,M,CA,2,1,1,1,1,1,1,1,1,Renewal,10258514705,0,NA,0,Very Dissatisfied
6/21/2013,Air Conditioning,FL,1,4,4,5,5,5,5,4,1,Renewal,10292638203,8,NA,0,Satisfied
6/21/2013,M,TX,1,5,5,5,5,5,5,5,5,Real Estate,10374969801,9,NA,0,Very Satisfied
6/21/2013,Air Conditioning,CA,1,5,2,4,4,4,2,4,5,Real Estate,10375550701,8,NA,0,Satisfied
6/21/2013,Air Conditioning,TX,1,3,3,3,9,9,3,4,2,Renewal,10059887211,2,NA,0,Satisfied
6/21/2013,Air Conditioning,TX,1,NA,NA,NA,NA,NA,NA,5,NA,Renewal,10257231905,8,NA,0,Very Satisfied
6/22/2013,Plumbing,VA,2,3,1,1,1,1,1,1,1,Renewal,10295600503,0,NA,0,Very Dissatisfied
6/22/2013,Garage Door Opener,FL,2,9,9,9,9,9,9,9,2,Renewal,10318735902,97,NA,0,Very Dissatisfied
6/22/2013,Air Conditioning,TX,2,4,1,1,1,1,1,1,1,Real Estate,10375099701,0,NA,0,Very Dissatisfied
6/22/2013,M,VA,1,4,2,2,1,9,3,2,1,Renewal,10269659204,5,NA,0,Dissatisfied
6/22/2013,Appliance,TX,1,3,2,4,4,3,2,2,2,Real Estate,10370725001,6,NA,0,Dissatisfied
6/22/2013,Plumbing,VA,1,4,4,4,5,5,4,5,1,Real Estate,10374246901,0,NA,0,Very Satisfied
6/23/2013,Appliance,CA,2,3,1,1,1,1,1,1,2,Direct To Consumer,10372202201,0,NA,0,Very Dissatisfied
6/23/2013,Appliance,OR,2,4,5,9,9,9,4,5,1,Renewal,10322460802,4,NA,0,Very Satisfied
6/23/2013,Plumbing,OK,2,4,1,1,2,2,1,1,1,Real Estate,10350259301,0,NA,0,Very Dissatisfied
6/24/2013,Pool or Spa,TX,2,5,5,4,3,1,4,4,4,Renewal,10331257102,9,NA,0,Satisfied
6/24/2013,Plumbing,CA,2,1,1,1,1,1,1,1,1,Renewal,10273377504,0,NA,0,Very Dissatisfied
6/24/2013,Plumbing,TX,1,2,1,1,3,2,1,1,5,Real Estate,10363476001,0,NA,0,Very Dissatisfied
6/24/2013,Electrical,TX,1,3,1,1,3,3,1,1,1,Renewal,10058920511,0,NA,0,Very Dissatisfied
6/24/2013,Plumbing,CA,2,4,1,1,1,1,1,1,1,Direct To Consumer,10347385501,0,NA,0,Very Dissatisfied
6/24/2013,Air Conditioning,FL,1,5,5,5,5,5,5,5,4,Real Estate,10353404001,9,NA,0,Very Satisfied
6/24/2013,Air Conditioning,VA,1,5,5,5,5,5,4,4,4,Real Estate,10373577801,9,NA,0,Satisfied
6/24/2013,Air Conditioning,TX,1,5,4,4,4,1,2,4,4,Renewal,10336707902,9,NA,0,Satisfied
6/24/2013,Plumbing,NV,1,5,5,5,5,5,5,5,3,Renewal,10339132302,8,NA,0,Very Satisfied
6/24/2013,Air Conditioning,TX,2,1,1,1,1,1,1,1,1,Renewal,10332877202,0,NA,0,Very Dissatisfied
6/24/2013,Air Conditioning,CA,1,NA,NA,NA,NA,NA,NA,3,NA,Renewal,10336125002,8,NA,0,Neutral
6/24/2013,Pool or Spa,CA,2,5,1,1,1,3,1,1,1,Real Estate,10372722701,0,NA,0,Very Dissatisfied
6/24/2013,M,GA,1,5,2,4,3,3,1,2,1,Real Estate,10370092301,5,NA,0,Dissatisfied
6/24/2013,Appliance,UT,2,4,3,3,9,9,3,4,4,Renewal,10211973608,8,NA,0,Satisfied
6/24/2013,M,UT,1,5,2,2,1,1,4,4,3,Real Estate,10357694001,7,NA,0,Satisfied
6/24/2013,Air Conditioning,VA,1,4,2,4,3,5,1,2,1,Renewal,10321905202,2,NA,0,Dissatisfied
6/24/2013,Air Conditioning,AR,1,3,4,2,2,2,2,2,2,Real Estate,10356331401,8,NA,0,Dissatisfied
6/24/2013,Plumbing,CA,2,5,5,3,4,5,5,4,4,Real Estate,10371431301,8,NA,0,Satisfied
6/25/2013,Air Conditioning,NV,1,5,5,5,5,5,4,4,3,Real Estate,10369001801,6,NA,0,Satisfied
6/25/2013,Plumbing,TX,1,5,5,5,5,5,4,5,4,Real Estate,10361255501,9,NA,0,Very Satisfied
6/25/2013,M,CA,1,5,4,4,4,4,4,5,5,Real Estate,10363020501,9,NA,0,Very Satisfied
6/25/2013,Air Conditioning,NC,1,4,4,2,3,4,3,4,1,Real Estate,10375993901,2,NA,0,Satisfied
6/25/2013,Appliance,OH,2,4,1,9,4,5,2,2,2,Real Estate,10349517801,3,NA,0,Dissatisfied
6/25/2013,Appliance,CA,1,5,5,4,4,3,4,4,3,Real Estate,10346872401,10,NA,0,Satisfied
6/25/2013,M,CA,2,3,1,1,1,1,1,1,1,Renewal,10331700902,2,NA,0,Very Dissatisfied
6/25/2013,Air Conditioning,TX,1,3,1,1,1,1,3,3,1,Real Estate,10373696101,0,NA,0,Neutral
6/25/2013,M,TX,2,5,2,2,2,2,1,2,2,Renewal,10333121602,4,NA,0,Dissatisfied
6/25/2013,Plumbing,CA,2,3,4,4,4,4,4,4,4,Real Estate,10362798701,8,NA,0,Satisfied
6/25/2013,Air Conditioning,TN,1,1,1,5,3,5,1,1,1,Renewal,10309193403,0,NA,0,Very Dissatisfied
6/25/2013,Air Conditioning,TX,1,1,1,1,1,1,1,1,1,Real Estate,10363694601,0,NA,0,Very Dissatisfied
6/25/2013,Air Conditioning,TX,2,4,1,1,4,4,1,2,2,Real Estate,10375818301,3,NA,0,Dissatisfied
6/25/2013,Air Conditioning,GA,1,4,3,4,4,5,3,3,3,Real Estate,10373573201,6,NA,0,Neutral
6/25/2013,Plumbing,TX,2,NA,NA,NA,NA,NA,NA,NA,NA,Real Estate,10355181501,NA,NA,0,Very Dissatisfied
6/25/2013,M,KY,1,5,5,5,5,5,5,5,5,Real Estate,10350467601,10,NA,0,Very Satisfied
6/26/2013,Electrical,TX,1,4,5,3,5,5,5,5,3,Direct To Consumer,10346225401,7,NA,0,Very Satisfied
6/26/2013,M,AZ,2,4,3,3,3,1,1,1,1,Real Estate,10349406401,0,NA,0,Very Dissatisfied
6/26/2013,Air Conditioning,TX,2,4,4,1,1,1,1,4,2,Real Estate,10369628001,1,NA,0,Satisfied
6/26/2013,Appliance,UT,2,4,2,2,4,4,1,2,3,Real Estate,10374446701,5,NA,0,Dissatisfied
6/26/2013,Appliance,TX,2,NA,NA,NA,NA,NA,NA,1,NA,Real Estate,10374723301,0,NA,0,Very Dissatisfied
6/26/2013,Plumbing,WV,1,5,5,5,5,5,3,5,2,Real Estate,10367191701,9,NA,0,Very Satisfied
6/26/2013,Air Conditioning,TN,2,1,1,1,3,5,1,1,1,Direct To Consumer,10368996701,0,NA,0,Very Dissatisfied
6/26/2013,Electrical,CA,2,3,3,1,9,2,2,1,1,Real Estate,10353139301,3,NA,0,Very Dissatisfied
6/26/2013,Air Conditioning,FL,1,NA,NA,NA,NA,NA,NA,2,NA,Real Estate,10347701401,2,NA,0,Dissatisfied
6/26/2013,Plumbing,NV,1,NA,NA,NA,NA,NA,NA,1,NA,Renewal,10329571402,0,NA,0,Very Dissatisfied
6/26/2013,Air Conditioning,TX,1,1,1,3,5,5,1,3,1,Real Estate,10375144701,1,NA,0,Neutral
6/27/2013,M,TX,1,5,1,5,5,5,1,1,1,Real Estate,10309116801,1,NA,0,Very Dissatisfied
6/27/2013,Appliance,VA,2,3,1,1,5,5,1,2,2,Real Estate,10338233601,5,NA,0,Dissatisfied
6/27/2013,Garage Door Opener,CA,2,1,1,1,1,1,1,1,1,Real Estate,10362695601,0,NA,0,Very Dissatisfied
6/27/2013,Appliance,CA,1,4,4,4,4,3,3,2,1,Real Estate,10372019401,6,NA,0,Dissatisfied
6/27/2013,Air Conditioning,SC,2,3,1,1,1,1,1,1,1,Real Estate,10346106001,0,NA,0,Very Dissatisfied
6/27/2013,Appliance,TX,1,4,5,5,5,5,4,5,5,Direct To Consumer,10372153701,10,NA,0,Very Satisfied
6/27/2013,Pest Control,TX,2,5,1,1,1,1,1,1,3,Renewal,10303945003,2,NA,0,Very Dissatisfied
6/27/2013,Appliance,UT,1,NA,NA,NA,NA,NA,NA,1,2,Renewal,10342094402,5,NA,0,Very Dissatisfied
6/27/2013,Electrical,FL,1,4,9,9,2,9,3,2,2,Renewal,10324225802,97,NA,0,Dissatisfied
6/27/2013,Plumbing,VA,1,4,5,4,5,5,5,4,3,Real Estate,10361299901,8,NA,0,Satisfied
6/27/2013,Air Conditioning,UT,2,4,2,1,3,3,2,1,2,Real Estate,10344414801,1,NA,0,Very Dissatisfied
6/27/2013,Air Conditioning,SC,1,5,5,5,5,5,5,5,5,Renewal,10306061902,9,NA,0,Very Satisfied
6/27/2013,Plumbing,OH,1,NA,NA,NA,NA,NA,NA,5,NA,Real Estate,10345355701,7,NA,0,Very Satisfied
6/27/2013,Appliance,CA,1,3,4,3,9,1,2,3,4,Real Estate,10369561401,9,NA,0,Neutral
6/27/2013,Appliance,TX,1,4,4,5,5,5,9,5,4,Renewal,10341862702,9,NA,0,Very Satisfied
6/27/2013,Air Conditioning,CO,1,5,5,5,5,5,5,5,1,Renewal,10014315306,97,NA,0,Very Satisfied
6/28/2013,M,CA,1,5,5,5,5,5,5,5,1,Real Estate,10344343201,1,NA,0,Very Satisfied
6/28/2013,Air Conditioning,OK,2,5,1,1,2,3,1,1,3,Real Estate,10366038301,3,NA,0,Very Dissatisfied
6/28/2013,Appliance,OH,1,4,4,5,5,5,4,5,1,Real Estate,10344698701,8,NA,0,Very Satisfied
6/28/2013,Air Conditioning,TX,1,4,4,5,4,5,2,5,3,Real Estate,10372947801,8,NA,0,Very Satisfied
6/28/2013,Appliance,CA,2,4,1,9,3,3,1,2,1,Renewal,10292335303,0,NA,0,Dissatisfied
6/28/2013,Air Conditioning,TN,1,5,5,5,5,5,5,5,4,Real Estate,10371861801,10,NA,0,Very Satisfied
6/28/2013,Plumbing,DE,2,1,1,1,4,4,1,1,3,Renewal,10262787105,1,NA,0,Very Dissatisfied
6/28/2013,Air Conditioning,TX,2,5,NA,NA,NA,NA,NA,9,2,Direct To Consumer,10349701101,5,NA,0,Very Dissatisfied
6/28/2013,Appliance,AZ,1,2,1,2,5,5,1,2,4,Direct To Consumer,10371303301,5,NA,0,Dissatisfied
6/28/2013,Air Conditioning,CA,1,NA,NA,NA,NA,NA,NA,5,4,Real Estate,10371964001,9,NA,0,Very Satisfied
6/28/2013,Air Conditioning,CA,1,4,NA,NA,NA,NA,NA,3,3,Real Estate,10358503601,3,NA,0,Neutral
6/28/2013,Air Conditioning,TX,2,3,5,5,5,5,5,1,1,Real Estate,10343530601,0,NA,0,Very Dissatisfied
6/29/2013,Air Conditioning,TX,1,5,3,5,5,4,4,5,4,Real Estate,10367949101,97,NA,0,Very Satisfied
6/29/2013,M,MD,2,5,1,1,1,1,1,5,1,Direct To Consumer,10359119501,3,NA,0,Very Satisfied
6/29/2013,Appliance,CA,2,4,1,9,4,4,2,2,3,Renewal,10339891302,2,NA,0,Dissatisfied
6/29/2013,Air Conditioning,TX,1,1,1,1,3,3,1,1,1,Renewal,10324488802,0,NA,0,Very Dissatisfied
6/29/2013,Air Conditioning,CA,1,5,3,2,3,3,2,1,2,Direct To Consumer,10363257901,0,NA,0,Very Dissatisfied
6/29/2013,Air Conditioning,CA,2,1,1,1,1,4,1,1,1,Real Estate,10371651801,0,NA,0,Very Dissatisfied
6/29/2013,Air Conditioning,NM,2,5,3,3,2,3,3,3,2,Renewal,10257293505,5,NA,0,Neutral
6/29/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Renewal,10341265702,10,NA,0,Very Satisfied
6/29/2013,Air Conditioning,CA,2,4,4,2,2,3,3,4,3,Direct To Consumer,10369834301,6,NA,0,Satisfied
6/29/2013,Air Conditioning,OR,2,2,1,1,9,1,1,1,1,Real Estate,10348150301,0,NA,0,Very Dissatisfied
6/29/2013,Appliance,CA,2,4,1,1,9,1,1,1,1,Real Estate,10347565701,0,NA,0,Very Dissatisfied
6/29/2013,Air Conditioning,UT,1,5,9,9,5,5,9,5,5,Renewal,10302331003,10,NA,0,Very Satisfied
6/29/2013,Pest Control,CA,1,5,5,5,9,5,5,5,5,Renewal,10334992802,10,NA,0,Very Satisfied
6/29/2013,Air Conditioning,CA,2,5,1,1,3,1,1,1,1,Renewal,10190332207,0,NA,0,Very Dissatisfied
6/29/2013,Air Conditioning,TX,1,5,2,2,5,5,5,2,3,Renewal,10060764307,4,NA,0,Dissatisfied
6/30/2013,Air Conditioning,CA,1,5,4,5,4,4,5,5,3,Real Estate,10355134901,9,NA,0,Very Satisfied
6/30/2013,Electrical,AZ,1,5,4,5,5,4,3,4,2,Real Estate,10348404601,5,NA,0,Satisfied
6/30/2013,Air Conditioning,PA,2,5,9,9,2,1,3,2,3,Real Estate,10368199501,97,NA,0,Dissatisfied
6/30/2013,Air Conditioning,CA,1,5,5,5,5,5,5,5,5,Direct To Consumer,10329077902,10,NA,0,Very Satisfied
6/30/2013,Air Conditioning,TX,1,3,1,3,3,2,1,1,1,Real Estate,10366319101,1,NA,0,Very Dissatisfied
6/30/2013,Air Conditioning,UT,2,1,1,1,4,4,1,1,1,Renewal,10212266210,0,NA,0,Very Dissatisfied
6/30/2013,M,NV,2,1,1,1,1,1,1,1,1,Real Estate,10354195201,0,NA,0,Very Dissatisfied
6/30/2013,Air Conditioning,CA,1,5,1,4,2,1,1,2,2,Real Estate,10372572801,1,NA,0,Dissatisfied
6/30/2013,Air Conditioning,TX,1,1,1,1,1,1,1,1,1,Renewal,10279850404,0,NA,0,Very Dissatisfied
6/30/2013,Plumbing,CA,2,NA,NA,NA,NA,NA,NA,1,1,Real Estate,10373952701,0,NA,0,Very Dissatisfied
6/30/2013,Garage Door Opener,CA,1,3,1,1,1,1,1,2,2,Real Estate,10367170901,8,NA,0,Dissatisfied
7/1/2013,Plumbing,AZ,1,5,3,3,3,4,3,3,2,Real Estate,10351468501,5,NA,0,Neutral
7/1/2013,Air Conditioning,CA,1,4,3,3,9,1,4,5,4,Real Estate,10356500901,10,NA,0,Very Satisfied
7/1/2013,M,CA,2,4,3,3,4,4,2,3,3,Renewal,10185038108,5,NA,0,Neutral
7/1/2013,Air Conditioning,CA,2,5,1,1,1,1,1,1,2,Renewal,10339339002,4,NA,0,Very Dissatisfied
7/1/2013,Appliance,UT,1,5,5,2,5,5,5,3,3,Real Estate,10369386001,8,NA,0,Neutral
7/1/2013,Air Conditioning,ID,1,5,5,5,5,5,5,5,5,Renewal,10317256402,10,NA,0,Very Satisfied
7/1/2013,Plumbing,TX,2,2,1,1,1,2,1,1,1,Renewal,10292468303,1,NA,0,Very Dissatisfied
